,TmOFNS,GOFNS,PlaysOFNS,ToGoOFNS,YdsOFNS,1st%OFNS,TO%OFNS,TDOFNS,FGOFNS,nanOFNS,IntOFNS,FmbOFNS,SkOFNS,PassOFNS,RushOFNS,FGOFNS1,PuntOFNS,Week,TmDFNS,GDFNS,PlaysDFNS,ToGoDFNS,YdsDFNS,1st%DFNS,TO%DFNS,TDDFNS,FGDFNS,nanDFNS,IntDFNS,FmbDFNS,SkDFNS,PassDFNS,RushDFNS,FGDFNS1,PuntDFNS,RkALLSCR,TmALLSCR,YearALLSCR,DateALLSCR,TimeALLSCR,LTimeALLSCR,nanALLSCR,OppALLSCR,WeekALLSCR,G#ALLSCR,DayALLSCR,ResultALLSCR,OTALLSCR,TDALLSCR,XPAALLSCR,XPMALLSCR,FGAALLSCR,FGMALLSCR,2PAALLSCR,2PMALLSCR,SftyALLSCR,RkDSTSCR,TmDSTSCR,YearDSTSCR,DateDSTSCR,TimeDSTSCR,LTimeDSTSCR,nanDSTSCR,OppDSTSCR,WeekDSTSCR,G#DSTSCR,DayDSTSCR,ResultDSTSCR,OTDSTSCR,KRDSTSCR,PRDSTSCR,IRDSTSCR,FRDSTSCR,ORDSTSCR,RetTDDSTSCR,PtsFor,PtsAgainst,Opponent
104,MIN,1,60,8.6,2.9,0.133,0.05,1,1,8.0,3,0,3,29,18,1,4,2,MIN,1,79,8.1,4.5,0.266,0.013,2,4,21.0,1,0,2,27,40,4,2,30,MIN,2020,2020-09-20,01:00:00,01:00:00,@,IND,2,2,Sun,L 11-28,0,1,0,0,1,1,1,1,0,17,MIN,2020,2020-09-20,01:00:00,01:00:00,@,IND,2,2,Sun,L 11-28,0,0,0,0,0,0,0,11,26,IND
105,NOR,1,70,7.8,6.1,0.371,0.014,3,1,26.0,1,0,0,38,19,1,3,2,NOR,1,89,7.4,4.2,0.27,0.011,4,2,24.0,0,1,3,41,35,2,2,18,NOR,2020,2020-09-21,08:15:00,05:15:00,@,LVR,2,2,Mon,L 24-34,0,3,3,3,1,1,0,0,0,18,NOR,2020,2020-09-21,08:15:00,05:15:00,@,LVR,2,2,Mon,L 24-34,0,0,0,0,0,0,0,24,34,LVR
106,NWE,1,84,7.0,5.5,0.321,0.012,3,1,27.0,1,0,1,45,25,2,2,2,NWE,1,75,7.4,5.7,0.28,0.013,5,0,21.0,1,0,2,31,29,0,4,9,NWE,2020,2020-09-20,08:20:00,05:20:00,@,SEA,2,2,Sun,L 30-35,0,4,3,3,2,1,1,0,0,19,NWE,2020,2020-09-20,08:20:00,05:20:00,@,SEA,2,2,Sun,L 30-35,0,0,0,1,0,0,1,30,35,SEA
107,NYG,1,73,7.5,4.0,0.274,0.027,1,2,20.0,1,1,4,44,18,3,3,2,NYG,1,75,7.7,4.1,0.24,0.027,2,1,18.0,2,0,4,32,32,2,3,31,NYG,2020,2020-09-20,01:00:00,12:00:00,@,CHI,2,2,Sun,L 13-17,0,1,1,1,3,2,0,0,0,20,NYG,2020,2020-09-20,01:00:00,12:00:00,@,CHI,2,2,Sun,L 13-17,0,0,0,0,0,0,0,13,17,CHI
108,NYJ,1,76,7.7,3.6,0.197,0.0,1,2,15.0,0,0,1,33,29,2,5,2,NYJ,1,72,8.5,5.0,0.222,0.014,4,1,16.0,1,0,3,30,29,1,4,32,NYJ,2020,2020-09-20,01:00:00,01:00:00,0,SFO,2,2,Sun,L 13-31,0,1,1,1,2,2,0,0,0,21,NYJ,2020,2020-09-20,01:00:00,01:00:00,0,SFO,2,2,Sun,L 13-31,0,0,0,0,0,0,0,13,31,SFO
109,TEN,1,74,7.3,4.8,0.257,0.0,4,2,19.0,0,0,1,25,34,2,3,2,TEN,1,87,7.7,5.5,0.333,0.023,4,1,29.0,2,0,2,47,27,1,2,10,TEN,2020,2020-09-20,01:00:00,12:00:00,0,JAX,2,2,Sun,W 33-30,0,4,4,3,2,2,0,0,0,22,TEN,2020,2020-09-20,01:00:00,12:00:00,0,JAX,2,2,Sun,W 33-30,0,0,0,0,0,0,0,33,30,JAX
110,PHI,1,82,6.5,4.4,0.293,0.049,2,2,24.0,2,2,0,43,26,2,2,2,PHI,1,80,6.9,5.6,0.35,0.0,5,1,28.0,0,0,1,28,39,1,2,26,PHI,2020,2020-09-20,01:00:00,01:00:00,0,LAR,2,2,Sun,L 19-37,0,2,1,1,2,2,1,0,0,23,PHI,2020,2020-09-20,01:00:00,01:00:00,0,LAR,2,2,Sun,L 19-37,0,0,0,0,0,0,0,19,37,LAR
111,PIT,1,79,8.1,5.2,0.241,0.025,3,1,19.0,1,1,1,42,22,1,5,2,PIT,1,86,9.4,3.7,0.198,0.023,2,2,17.0,1,1,7,46,25,3,5,19,PIT,2020,2020-09-20,01:00:00,01:00:00,0,DEN,2,2,Sun,W 26-21,0,3,3,3,1,1,0,0,1,24,PIT,2020,2020-09-20,01:00:00,01:00:00,0,DEN,2,2,Sun,W 26-21,0,0,0,0,0,0,0,24,21,DEN
112,LVR,1,89,7.4,4.2,0.27,0.011,4,2,24.0,0,1,3,41,35,2,2,2,LVR,1,70,7.8,6.1,0.371,0.014,3,1,26.0,1,0,0,38,19,1,3,11,LVR,2020,2020-09-21,08:15:00,05:15:00,0,NOR,2,2,Mon,W 34-24,0,4,4,4,2,2,0,0,0,25,LVR,2020,2020-09-21,08:15:00,05:15:00,0,NOR,2,2,Mon,W 34-24,0,0,0,0,0,0,0,34,24,NOR
113,LAR,1,80,6.9,5.6,0.35,0.0,5,1,28.0,0,0,1,28,39,1,2,2,LAR,1,82,6.5,4.4,0.293,0.049,2,2,24.0,2,2,0,43,26,2,2,4,LAR,2020,2020-09-20,01:00:00,01:00:00,@,PHI,2,2,Sun,W 37-19,0,5,5,4,1,1,0,0,0,26,LAR,2020,2020-09-20,01:00:00,01:00:00,@,PHI,2,2,Sun,W 37-19,0,0,0,0,0,0,0,37,19,PHI
114,BAL,1,78,7.5,5.2,0.295,0.0,2,4,23.0,0,0,4,28,37,4,2,2,BAL,1,72,7.4,4.2,0.236,0.028,1,3,17.0,1,1,4,40,17,3,3,20,BAL,2020,2020-09-20,04:25:00,03:25:00,@,HOU,2,2,Sun,W 33-16,0,3,3,3,4,4,0,0,0,27,BAL,2020,2020-09-20,04:25:00,03:25:00,@,HOU,2,2,Sun,W 33-16,0,0,0,0,1,0,1,33,16,HOU
115,LAC,1,91,6.8,5.3,0.297,0.011,2,2,27.0,1,0,2,35,44,2,3,2,LAC,1,85,8.7,4.9,0.271,0.0,2,3,23.0,0,0,1,48,22,3,5,27,LAC,2020,2020-09-20,04:25:00,01:25:00,0,KAN,2,2,Sun,L 20-23,OT,2,2,2,2,2,0,0,0,28,LAC,2020,2020-09-20,04:25:00,01:25:00,0,KAN,2,2,Sun,L 20-23,OT,0,0,0,0,0,0,20,23,KAN
116,SEA,1,75,7.4,5.7,0.28,0.013,5,0,21.0,1,0,2,31,29,0,4,2,SEA,1,84,7.0,5.5,0.321,0.012,3,1,27.0,1,0,1,45,25,2,2,5,SEA,2020,2020-09-20,08:20:00,05:20:00,0,NWE,2,2,Sun,W 35-30,0,5,5,5,0,0,0,0,0,29,SEA,2020,2020-09-20,08:20:00,05:20:00,0,NWE,2,2,Sun,W 35-30,0,0,0,0,0,0,0,35,30,NWE
117,SFO,1,72,8.5,5.0,0.222,0.014,4,1,16.0,1,0,3,30,29,1,4,2,SFO,1,76,7.7,3.6,0.197,0.0,1,2,15.0,0,0,1,33,29,2,5,12,SFO,2020,2020-09-20,01:00:00,01:00:00,@,NYJ,2,2,Sun,W 31-13,0,4,4,4,1,1,0,0,0,30,SFO,2020,2020-09-20,01:00:00,01:00:00,@,NYJ,2,2,Sun,W 31-13,0,0,0,0,0,0,0,31,13,NYJ
118,TAM,1,70,7.6,4.8,0.243,0.029,4,1,17.0,1,1,0,35,22,1,4,2,TAM,1,82,7.7,5.2,0.28,0.049,2,1,23.0,2,2,5,47,23,1,3,13,TAM,2020,2020-09-20,01:00:00,01:00:00,0,CAR,2,2,Sun,W 31-17,0,4,4,4,1,1,0,0,0,31,TAM,2020,2020-09-20,01:00:00,01:00:00,0,CAR,2,2,Sun,W 31-17,0,0,0,0,0,0,0,31,17,CAR
119,WAS,1,76,7.0,4.2,0.224,0.013,2,1,17.0,0,1,4,37,23,1,6,2,WAS,1,87,8.5,5.0,0.241,0.023,3,3,21.0,1,1,3,41,32,3,4,28,WAS,2020,2020-09-20,04:05:00,02:05:00,@,ARI,2,2,Sun,L 15-30,0,2,0,0,1,1,2,0,0,32,WAS,2020,2020-09-20,04:05:00,02:05:00,@,ARI,2,2,Sun,L 15-30,0,0,0,0,0,0,0,15,30,ARI
120,ATL,1,83,7.3,4.5,0.241,0.012,3,2,20.0,1,0,2,40,25,3,6,3,ATL,1,94,7.9,4.6,0.245,0.021,4,1,23.0,2,0,2,53,25,2,4,14,ATL,2020,2020-09-27,01:00:00,01:00:00,0,CHI,3,3,Sun,L 26-30,0,3,3,2,3,2,0,0,0,2,ATL,2020,2020-09-27,01:00:00,01:00:00,0,CHI,3,3,Sun,L 26-30,0,0,0,0,0,0,0,26,30,CHI
121,BUF,1,71,7.5,5.3,0.31,0.028,5,0,22.0,1,1,4,37,21,0,2,3,BUF,1,78,7.2,6.1,0.359,0.026,4,1,28.0,1,1,2,34,32,2,0,1,BUF,2020,2020-09-27,01:00:00,01:00:00,0,LAR,3,3,Sun,W 35-32,0,5,5,5,0,0,0,0,0,3,BUF,2020,2020-09-27,01:00:00,01:00:00,0,LAR,3,3,Sun,W 35-32,0,0,0,0,0,0,0,35,32,LAR
122,CAR,1,65,7.3,4.6,0.185,0.0,1,5,12.0,0,0,2,30,21,5,4,3,CAR,1,86,9.2,5.1,0.291,0.047,2,1,25.0,1,3,2,51,23,1,3,29,CAR,2020,2020-09-27,04:05:00,01:05:00,@,LAC,3,3,Sun,W 21-16,0,1,1,0,5,5,0,0,0,4,CAR,2020,2020-09-27,04:05:00,01:05:00,@,LAC,3,3,Sun,W 21-16,0,0,0,0,0,0,0,21,16,LAC
123,CHI,1,94,7.9,4.6,0.245,0.021,4,1,23.0,2,0,2,53,25,2,4,3,CHI,1,83,7.3,4.5,0.241,0.012,3,2,20.0,1,0,2,40,25,3,6,4,CHI,2020,2020-09-27,01:00:00,01:00:00,@,ATL,3,3,Sun,W 30-26,0,4,3,3,2,1,1,0,0,5,CHI,2020,2020-09-27,01:00:00,01:00:00,@,ATL,3,3,Sun,W 30-26,0,0,0,0,0,0,0,30,26,ATL
124,CIN,1,88,8.4,3.5,0.239,0.0,2,3,21.0,0,0,8,51,18,3,7,3,CIN,1,103,8.1,3.7,0.223,0.019,2,3,23.0,2,0,3,50,36,3,6,21,CIN,2020,2020-09-27,01:00:00,01:00:00,@,PHI,3,3,Sun,T 23-23,OT,2,2,2,3,3,0,0,0,6,CIN,2020,2020-09-27,01:00:00,01:00:00,@,PHI,3,3,Sun,T 23-23,OT,0,0,0,0,0,0,23,23,PHI
125,CLE,1,77,8.1,3.9,0.234,0.0,4,2,18.0,0,0,2,25,37,2,5,3,CLE,1,75,7.9,4.1,0.24,0.067,3,0,18.0,3,2,3,40,22,0,3,5,CLE,2020,2020-09-27,01:00:00,01:00:00,0,WAS,3,3,Sun,W 34-20,0,4,4,4,2,2,0,0,0,7,CLE,2020,2020-09-27,01:00:00,01:00:00,0,WAS,3,3,Sun,W 34-20,0,0,0,0,0,0,0,34,20,WAS
126,IND,1,70,7.7,5.0,0.286,0.0,2,2,20.0,0,0,0,25,31,3,4,3,IND,1,73,7.9,3.6,0.192,0.041,1,0,14.0,3,0,2,31,29,0,5,6,IND,2020,2020-09-27,04:05:00,04:05:00,0,NYJ,3,3,Sun,W 36-7,0,4,4,4,3,2,0,0,1,8,IND,2020,2020-09-27,04:05:00,04:05:00,0,NYJ,3,3,Sun,W 36-7,0,0,0,2,0,0,2,34,7,NYJ
127,ARI,1,75,7.4,5.0,0.347,0.04,3,1,26.0,3,0,1,36,27,1,2,3,ARI,1,77,8.5,4.2,0.247,0.0,2,4,19.0,0,0,4,35,27,4,4,15,ARI,2020,2020-09-27,04:25:00,02:25:00,0,DET,3,3,Sun,L 23-26,0,3,3,2,1,1,0,0,0,9,ARI,2020,2020-09-27,04:25:00,02:25:00,0,DET,3,3,Sun,L 23-26,0,0,0,0,0,0,0,23,26,DET
128,DAL,1,95,7.6,5.5,0.274,0.032,4,2,26.0,2,1,2,59,21,2,3,3,DAL,1,90,7.0,4.6,0.211,0.011,5,0,19.0,0,1,4,44,26,0,7,7,DAL,2020,2020-09-27,04:25:00,01:25:00,@,SEA,3,3,Sun,L 31-38,0,4,3,1,2,2,1,0,0,10,DAL,2020,2020-09-27,04:25:00,01:25:00,@,SEA,3,3,Sun,L 31-38,0,0,0,0,0,0,0,31,36,SEA
129,DEN,1,73,8.5,3.1,0.151,0.027,1,1,11.0,2,0,6,45,14,1,6,3,DEN,1,79,7.8,4.5,0.215,0.0,3,2,17.0,0,0,2,40,25,2,5,30,DEN,2020,2020-09-27,04:25:00,02:25:00,0,TAM,3,3,Sun,L 10-28,0,1,1,1,1,1,0,0,0,11,DEN,2020,2020-09-27,04:25:00,02:25:00,0,TAM,3,3,Sun,L 10-28,0,0,0,0,0,0,0,10,26,TAM
130,DET,1,77,8.5,4.2,0.247,0.0,2,4,19.0,0,0,4,35,27,4,4,3,DET,1,75,7.4,5.0,0.347,0.04,3,1,26.0,3,0,1,36,27,1,2,22,DET,2020,2020-09-27,04:25:00,02:25:00,@,ARI,3,3,Sun,W 26-23,0,2,2,2,4,4,0,0,0,12,DET,2020,2020-09-27,04:25:00,02:25:00,@,ARI,3,3,Sun,W 26-23,0,0,0,0,0,0,0,26,23,ARI
131,GNB,1,74,6.4,5.0,0.284,0.0,4,3,21.0,0,0,1,33,26,3,1,3,GNB,1,75,6.7,5.3,0.253,0.013,3,3,19.0,0,1,2,38,20,3,3,8,GNB,2020,2020-09-27,08:20:00,07:20:00,@,NOR,3,3,Sun,W 37-30,0,4,4,4,3,3,0,0,0,13,GNB,2020,2020-09-27,08:20:00,07:20:00,@,NOR,3,3,Sun,W 37-30,0,0,0,0,0,0,0,37,30,NOR
132,HOU,1,62,8.5,4.2,0.21,0.016,3,0,13.0,1,0,5,32,15,0,6,3,HOU,1,89,7.0,4.3,0.258,0.0,3,2,23.0,0,0,2,38,38,2,4,16,HOU,2020,2020-09-27,01:00:00,01:00:00,@,PIT,3,3,Sun,L 21-28,0,3,3,3,0,0,0,0,0,14,HOU,2020,2020-09-27,01:00:00,01:00:00,@,PIT,3,3,Sun,L 21-28,0,0,0,0,0,0,0,21,28,PIT
133,JAX,1,74,6.7,4.3,0.257,0.027,2,0,19.0,1,1,4,46,17,0,3,3,JAX,1,69,6.7,4.3,0.275,0.0,4,1,19.0,0,0,1,21,36,1,4,23,JAX,2020,2020-09-24,08:20:00,08:20:00,0,MIA,3,3,Thu,L 13-31,0,2,2,1,0,0,0,0,0,15,JAX,2020,2020-09-24,08:20:00,08:20:00,0,MIA,3,3,Thu,L 13-31,0,0,0,0,0,0,0,13,31,MIA
134,KAN,1,85,6.8,6.1,0.329,0.012,5,0,28.0,0,1,0,42,31,1,1,3,KAN,1,66,7.9,3.5,0.212,0.015,2,2,14.0,0,1,4,32,21,2,3,2,KAN,2020,2020-09-28,08:15:00,08:15:00,@,BAL,3,3,Mon,W 34-20,0,5,5,4,1,0,0,0,0,16,KAN,2020,2020-09-28,08:15:00,08:15:00,@,BAL,3,3,Mon,W 34-20,0,0,0,0,0,0,0,34,20,BAL
135,MIA,1,69,6.7,4.3,0.275,0.0,4,1,19.0,0,0,1,21,36,1,4,3,MIA,1,74,6.7,4.3,0.257,0.027,2,0,19.0,1,1,4,46,17,0,3,9,MIA,2020,2020-09-24,08:20:00,08:20:00,@,JAX,3,3,Thu,W 31-13,0,4,4,4,1,1,0,0,0,17,MIA,2020,2020-09-24,08:20:00,08:20:00,@,JAX,3,3,Thu,W 31-13,0,0,0,0,0,0,0,31,13,JAX
136,MIN,1,80,7.9,5.8,0.263,0.038,4,1,21.0,2,1,2,29,33,2,3,3,MIN,1,90,7.6,4.9,0.256,0.011,2,6,23.0,1,0,2,39,34,6,3,10,MIN,2020,2020-09-27,01:00:00,03:00:00,0,TEN,3,3,Sun,L 30-31,0,4,3,3,2,1,1,0,0,18,MIN,2020,2020-09-27,01:00:00,03:00:00,0,TEN,3,3,Sun,L 30-31,0,0,0,0,0,0,0,30,31,TEN
137,NOR,1,75,6.7,5.3,0.253,0.013,3,3,19.0,0,1,2,38,20,3,3,3,NOR,1,74,6.4,5.0,0.284,0.0,4,3,21.0,0,0,1,33,26,3,1,17,NOR,2020,2020-09-27,08:20:00,07:20:00,0,GNB,3,3,Sun,L 30-37,0,3,3,3,3,3,0,0,0,19,NOR,2020,2020-09-27,08:20:00,07:20:00,0,GNB,3,3,Sun,L 30-37,0,0,0,0,0,0,0,30,37,GNB
138,NWE,1,82,7.4,5.0,0.28,0.012,3,3,23.0,1,0,2,30,38,3,2,3,NWE,1,72,7.0,5.2,0.278,0.042,2,2,20.0,0,3,2,34,22,3,3,11,NWE,2020,2020-09-27,01:00:00,01:00:00,0,LVR,3,3,Sun,W 36-20,0,4,4,3,3,3,0,0,0,20,NWE,2020,2020-09-27,01:00:00,01:00:00,0,LVR,3,3,Sun,W 36-20,0,0,0,0,1,0,1,36,20,LVR
139,NYG,1,61,7.7,3.8,0.18,0.049,0,3,11.0,1,2,2,34,15,3,1,3,NYG,1,85,8.3,4.9,0.306,0.0,4,3,26.0,0,0,2,38,35,4,0,32,NYG,2020,2020-09-27,01:00:00,01:00:00,0,SFO,3,3,Sun,L 9-36,0,0,0,0,3,3,0,0,0,21,NYG,2020,2020-09-27,01:00:00,01:00:00,0,SFO,3,3,Sun,L 9-36,0,0,0,0,0,0,0,9,36,SFO
140,NYJ,1,73,7.9,3.6,0.192,0.041,1,0,14.0,3,0,2,31,29,0,5,3,NYJ,1,70,7.7,5.0,0.286,0.0,2,2,20.0,0,0,0,25,31,3,4,31,NYJ,2020,2020-09-27,04:05:00,04:05:00,@,IND,3,3,Sun,L 7-36,0,1,1,1,0,0,0,0,0,22,NYJ,2020,2020-09-27,04:05:00,04:05:00,@,IND,3,3,Sun,L 7-36,0,0,0,0,0,0,0,7,34,IND
141,TEN,1,90,7.6,4.9,0.256,0.011,2,6,23.0,1,0,2,39,34,6,3,3,TEN,1,80,7.9,5.8,0.263,0.038,4,1,21.0,2,1,2,29,33,2,3,24,TEN,2020,2020-09-27,01:00:00,03:00:00,@,MIN,3,3,Sun,W 31-30,0,2,1,1,6,6,1,0,0,23,TEN,2020,2020-09-27,01:00:00,03:00:00,@,MIN,3,3,Sun,W 31-30,0,0,0,0,0,0,0,31,30,MIN
142,PHI,1,103,8.1,3.7,0.223,0.019,2,3,23.0,2,0,3,50,36,3,6,3,PHI,1,88,8.4,3.5,0.239,0.0,2,3,21.0,0,0,8,51,18,3,7,25,PHI,2020,2020-09-27,01:00:00,01:00:00,0,CIN,3,3,Sun,T 23-23,OT,2,2,2,3,3,0,0,0,24,PHI,2020,2020-09-27,01:00:00,01:00:00,0,CIN,3,3,Sun,T 23-23,OT,0,0,0,0,0,0,23,23,CIN
143,PIT,1,89,7.0,4.3,0.258,0.0,3,2,23.0,0,0,2,38,38,2,4,3,PIT,1,62,8.5,4.2,0.21,0.016,3,0,13.0,1,0,5,32,15,0,6,18,PIT,2020,2020-09-27,01:00:00,01:00:00,0,HOU,3,3,Sun,W 28-21,0,3,2,2,2,2,1,1,0,25,PIT,2020,2020-09-27,01:00:00,01:00:00,0,HOU,3,3,Sun,W 28-21,0,0,0,0,0,0,0,28,21,HOU
144,LVR,1,72,7.0,5.2,0.278,0.042,2,2,20.0,0,3,2,34,22,3,3,3,LVR,1,82,7.4,5.0,0.28,0.012,3,3,23.0,1,0,2,30,38,3,2,26,LVR,2020,2020-09-27,01:00:00,01:00:00,@,NWE,3,3,Sun,L 20-36,0,2,2,2,3,2,0,0,0,26,LVR,2020,2020-09-27,01:00:00,01:00:00,@,NWE,3,3,Sun,L 20-36,0,0,0,0,0,0,0,20,36,NWE
145,LAR,1,78,7.2,6.1,0.359,0.026,4,1,28.0,1,1,2,34,32,2,0,3,LAR,1,71,7.5,5.3,0.31,0.028,5,0,22.0,1,1,4,37,21,0,2,12,LAR,2020,2020-09-27,01:00:00,01:00:00,@,BUF,3,3,Sun,L 32-35,0,4,3,3,2,1,1,1,0,27,LAR,2020,2020-09-27,01:00:00,01:00:00,@,BUF,3,3,Sun,L 32-35,0,0,0,0,0,0,0,32,35,BUF
146,BAL,1,66,7.9,3.5,0.212,0.015,2,2,14.0,0,1,4,32,21,2,3,3,BAL,1,85,6.8,6.1,0.329,0.012,5,0,28.0,0,1,0,42,31,1,1,27,BAL,2020,2020-09-28,08:15:00,08:15:00,0,KAN,3,3,Mon,L 20-34,0,2,2,2,2,2,0,0,0,1,BAL,2020,2020-09-28,08:15:00,08:15:00,0,KAN,3,3,Mon,L 20-34,0,1,0,0,0,0,1,20,34,KAN
147,LAC,1,86,9.2,5.1,0.291,0.047,2,1,25.0,1,3,2,51,23,1,3,3,LAC,1,65,7.3,4.6,0.185,0.0,1,5,12.0,0,0,2,30,21,5,4,28,LAC,2020,2020-09-27,04:05:00,01:05:00,0,CAR,3,3,Sun,L 16-21,0,2,1,1,1,1,1,0,0,28,LAC,2020,2020-09-27,04:05:00,01:05:00,0,CAR,3,3,Sun,L 16-21,0,0,0,0,0,0,0,16,21,CAR
148,SEA,1,90,7.0,4.6,0.211,0.011,5,0,19.0,0,1,4,44,26,0,7,3,SEA,1,95,7.6,5.5,0.274,0.032,4,2,26.0,2,1,2,59,21,2,3,3,SEA,2020,2020-09-27,04:25:00,01:25:00,0,DAL,3,3,Sun,W 38-31,0,5,4,4,0,0,1,1,1,29,SEA,2020,2020-09-27,04:25:00,01:25:00,0,DAL,3,3,Sun,W 38-31,0,0,0,0,0,0,0,36,31,DAL
149,SFO,1,85,8.3,4.9,0.306,0.0,4,3,26.0,0,0,2,38,35,4,0,3,SFO,1,61,7.7,3.8,0.18,0.049,0,3,11.0,1,2,2,34,15,3,1,13,SFO,2020,2020-09-27,01:00:00,01:00:00,@,NYG,3,3,Sun,W 36-9,0,4,3,3,4,3,1,0,0,30,SFO,2020,2020-09-27,01:00:00,01:00:00,@,NYG,3,3,Sun,W 36-9,0,0,0,0,0,0,0,36,9,NYG
150,TAM,1,79,7.8,4.5,0.215,0.0,3,2,17.0,0,0,2,40,25,2,5,3,TAM,1,73,8.5,3.1,0.151,0.027,1,1,11.0,2,0,6,45,14,1,6,19,TAM,2020,2020-09-27,04:25:00,02:25:00,@,DEN,3,3,Sun,W 28-10,0,3,3,2,2,2,0,0,1,31,TAM,2020,2020-09-27,04:25:00,02:25:00,@,DEN,3,3,Sun,W 28-10,0,0,0,0,0,0,0,26,10,DEN
151,WAS,1,75,7.9,4.1,0.24,0.067,3,0,18.0,3,2,3,40,22,0,3,3,WAS,1,77,8.1,3.9,0.234,0.0,4,2,18.0,0,0,2,25,37,2,5,20,WAS,2020,2020-09-27,01:00:00,01:00:00,@,CLE,3,3,Sun,L 20-34,0,3,3,2,0,0,0,0,0,32,WAS,2020,2020-09-27,01:00:00,01:00:00,@,CLE,3,3,Sun,L 20-34,0,0,0,0,0,0,0,20,34,CLE
152,ATL,1,80,7.4,4.1,0.288,0.0,2,1,23.0,0,0,4,43,25,1,3,4,ATL,1,71,7.8,5.7,0.296,0.0,4,1,21.0,0,0,1,34,26,1,2,19,ATL,2020,2020-10-05,08:15:00,07:15:00,@,GNB,4,4,Mon,L 16-30,0,2,2,1,1,1,0,0,0,1,ATL,2020,2020-10-05,08:15:00,07:15:00,@,GNB,4,4,Mon,L 16-30,0,0,0,0,0,0,0,16,30,GNB
153,BUF,1,73,8.5,4.6,0.274,0.0,4,1,20.0,0,0,1,35,24,1,3,4,BUF,1,81,7.5,4.7,0.284,0.025,2,3,23.0,0,2,2,46,23,3,1,5,BUF,2020,2020-10-04,04:25:00,01:25:00,@,LVR,4,4,Sun,W 30-23,0,4,4,3,1,1,0,0,0,2,BUF,2020,2020-10-04,04:25:00,01:25:00,@,LVR,4,4,Sun,W 30-23,0,0,0,0,0,0,0,30,23,LVR
154,CAR,1,83,8.0,5.3,0.337,0.012,4,1,28.0,1,0,0,37,35,2,1,4,CAR,1,69,6.8,3.8,0.261,0.014,3,0,18.0,0,1,1,32,23,0,5,6,CAR,2020,2020-10-04,01:00:00,01:00:00,0,ARI,4,4,Sun,W 31-21,0,4,4,4,2,1,0,0,0,3,CAR,2020,2020-10-04,01:00:00,01:00:00,0,ARI,4,4,Sun,W 31-21,0,0,0,0,0,0,0,31,21,ARI
155,CHI,1,74,7.1,3.6,0.189,0.014,1,1,14.0,1,0,1,43,16,1,7,4,CHI,1,81,8.2,3.6,0.185,0.0,1,4,15.0,0,0,1,30,38,4,5,26,CHI,2020,2020-10-04,01:00:00,12:00:00,0,IND,4,4,Sun,L 11-19,0,1,0,0,1,1,1,1,0,4,CHI,2020,2020-10-04,01:00:00,12:00:00,0,IND,4,4,Sun,L 11-19,0,0,0,0,0,0,0,11,19,IND
156,CIN,1,86,7.2,5.9,0.314,0.012,3,4,27.0,1,0,1,37,34,4,1,4,CIN,1,80,7.2,5.4,0.275,0.013,2,4,22.0,1,0,3,43,20,5,2,14,CIN,2020,2020-10-04,01:00:00,01:00:00,0,JAX,4,4,Sun,W 33-25,0,3,3,3,4,4,0,0,0,5,CIN,2020,2020-10-04,01:00:00,01:00:00,0,JAX,4,4,Sun,W 33-25,0,0,0,0,0,0,0,33,25,JAX
157,CLE,1,91,7.2,5.6,0.363,0.0,6,2,33.0,0,0,2,33,40,2,4,4,CLE,1,95,7.1,6.0,0.368,0.032,5,0,35.0,1,2,3,61,18,0,3,1,CLE,2020,2020-10-04,01:00:00,12:00:00,@,DAL,4,4,Sun,W 49-38,0,6,5,5,2,2,1,1,0,6,CLE,2020,2020-10-04,01:00:00,12:00:00,@,DAL,4,4,Sun,W 49-38,0,0,0,0,0,0,0,49,38,DAL
