,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,UniquePlayer,Week,Player,CALCAVGCtch%Rec,CALCAVG1DRec,CALCAVG1DRush,CALCAVG1DPass,CALCAVGSkPass,CALCAVGAttRush,CALCAVGTDRec,CALCAVGRateRec,CALCAVGY/APass,CALCAVGCmp%Pass,CALCAVGIntPass,CALCAVGYdsRec,CALCAVGTDPass,CALCAVGCmpPass,CALCAVGY/ARush,CALCAVGYdsPass2,CALCAVGYdsRush,CALCAVGYdsPass1,CALCAVGTDRush,CALCAVGRecRec,CALCAVGSkYdsPass,CALCAVGTgtRec,CALCAVGRecY_ind,CALCAVGAttPass
51,RB,Darrell Henderson Jr. (15757223),Darrell Henderson Jr.,15757223,RB/FLEX,5900,SEA@LAR 11/15/2020 04:25PM ET,15260882,11.85,Darrell Henderson Jr.RB15260882,10,Darrell Henderson,0.53125,0.875,4.125,0.0,0.0,11.875,0.125,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.4975,0.0,57.25,0.0,0.375,1.25,0.0,1.875,0.0,0.0
52,QB,Philip Rivers (15757132),Philip Rivers,15757132,QB,5900,IND@TEN 11/12/2020 08:20PM ET,15260867,15.28,Philip RiversQB15260867,10,Philip Rivers,0.0,0.0,0.0,12.875,0.875,1.5,0.0,93.89999999999999,7.799999999999999,68.475,0.875,0.0,1.25,23.25,-0.07250000000000001,-4.125,-0.25,260.875,0.0,0.0,-4.125,0.0,0.0,34.25
53,WR,Jarvis Landry (15757523),Jarvis Landry,15757523,WR/FLEX,5900,HOU@CLE 11/15/2020 01:00PM ET,15260885,10.19,Jarvis LandryWR15260885,10,Jarvis Landry,0.738375,2.375,0.125,0.25,0.0,0.25,0.0,34.6375,7.0,25.0,0.0,52.375,0.125,0.25,0.25,0.0,0.5,7.0,0.0,4.125,0.0,6.25,0.0,0.25
54,QB,Carson Wentz (15757131),Carson Wentz,15757131,QB,5900,PHI@NYG 11/15/2020 01:00PM ET,15260862,21.32,Carson WentzQB15260862,10,Carson Wentz,0.0,0.0,2.5,11.625,4.0,4.875,0.0,73.23750000000001,6.1625000000000005,58.36250000000001,1.5,0.0,1.5,22.25,4.60125,-27.375,25.25,235.375,0.625,0.0,-27.375,0.0,0.0,38.125
55,QB,Matthew Stafford (15757133),Matthew Stafford,15757133,QB,5800,WAS@DET 11/15/2020 01:00PM ET,15260874,18.60,Matthew StaffordQB15260874,10,Matthew Stafford,0.0,0.0,0.75,13.25,2.625,2.125,0.0,92.64999999999999,7.625,62.900000000000006,0.875,0.0,1.75,21.75,4.175,-19.75,9.625,265.875,0.0,0.0,-19.75,0.0,0.0,34.75
56,WR,Chase Claypool (15757527),Chase Claypool,15757527,WR/FLEX,5800,CIN@PIT 11/15/2020 04:25PM ET,15260860,15.24,Chase ClaypoolWR15260860,10,Chase Claypool,0.757125,2.375,0.5,0.0,0.0,0.875,0.625,0.0,0.0,0.0,0.0,55.5,0.0,0.0,2.1875,0.0,3.125,0.0,0.25,3.875,0.0,5.875,0.375,0.0
57,RB,Myles Gaskin (15757225),Myles Gaskin,15757225,RB/FLEX,5800,LAC@MIA 11/15/2020 04:05PM ET,15260890,14.21,Myles GaskinRB15260890,10,Myles Gaskin,0.8724285714285714,0.7142857142857143,3.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,28.285714285714285,0.0,0.0,4.177142857142857,0.0,55.285714285714285,0.0,0.2857142857142857,4.285714285714286,0.0,5.0,0.0,0.0
58,WR,Marquise Brown (15757535),Marquise Brown,15757535,WR/FLEX,5700,BAL@NE 11/15/2020 08:20PM ET,15260866,10.85,Marquise BrownWR15260866,10,Marquise Brown,0.60825,2.75,0.0,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.0,52.125,0.0,0.0,0.125,0.0,0.125,0.0,0.0,3.75,0.0,6.125,0.375,0.0
59,RB,Raheem Mostert (15757227),Raheem Mostert,15757227,RB/FLEX,5700,SF@NO 11/15/2020 04:25PM ET,15260863,17.08,Raheem MostertRB15260863,10,Raheem Mostert,0.95,1.25,2.25,0.0,0.0,12.75,0.25,0.0,0.0,0.0,0.0,37.5,0.0,0.0,6.8075,0.0,75.75,0.0,0.25,2.75,0.0,3.0,0.0,0.0
60,WR,Christian Kirk (15757531),Christian Kirk,15757531,WR/FLEX,5700,BUF@ARI 11/15/2020 04:05PM ET,15260888,14.61,Christian KirkWR15260888,10,Christian Kirk,0.5615714285714286,2.5714285714285716,0.14285714285714285,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,57.142857142857146,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,3.2857142857142856,0.0,5.714285714285714,0.42857142857142855,0.0
61,QB,Joe Burrow (15757134),Joe Burrow,15757134,QB,5700,CIN@PIT 11/15/2020 04:25PM ET,15260869,21.61,Joe BurrowQB15260869,10,Joe Burrow,0.0,0.0,1.625,16.25,3.5,4.375,0.0,90.11250000000001,6.950000000000001,67.2875,0.625,0.0,1.375,27.625,2.8600000000000003,-25.375,16.25,284.0,0.375,0.0,-25.375,0.0,0.0,41.125
62,QB,Cam Newton (15757137),Cam Newton,15757137,QB,5600,BAL@NE 11/15/2020 08:20PM ET,15260865,20.53,Cam NewtonQB15260865,10,Cam Newton,0.14285714285714285,0.14285714285714285,4.285714285714286,10.285714285714286,1.7142857142857142,9.857142857142858,0.0,77.21428571428571,7.228571428571428,67.55714285714285,1.0,2.2857142857142856,0.2857142857142857,18.571428571428573,4.467142857142857,-9.428571428571429,44.857142857142854,202.42857142857142,1.1428571428571428,0.14285714285714285,-9.428571428571429,0.14285714285714285,0.0,27.285714285714285
63,RB,Antonio Gibson (15757231),Antonio Gibson,15757231,RB/FLEX,5600,WAS@DET 11/15/2020 01:00PM ET,15260891,13.79,Antonio GibsonRB15260891,10,Antonio Gibson,0.7625,0.875,2.375,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,4.09,0.0,48.875,0.0,0.625,2.75,0.0,3.25,0.0,0.0
64,WR,Jerry Jeudy (15757541),Jerry Jeudy,15757541,WR/FLEX,5600,DEN@LV 11/15/2020 04:05PM ET,15260873,11.68,Jerry JeudyWR15260873,10,Jerry Jeudy,0.49087499999999995,3.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,7.625,0.375,0.0
65,RB,Jerick McKinnon (15757229),Jerick McKinnon,15757229,RB/FLEX,5600,SF@NO 11/15/2020 04:25PM ET,15260863,11.49,Jerick McKinnonRB15260863,10,Jerick McKinnon,0.5713333333333334,0.8888888888888888,1.6666666666666667,0.0,0.0,6.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,19.22222222222222,0.0,0.0,5.2122222222222225,0.0,29.0,0.0,0.5555555555555556,2.6666666666666665,0.0,3.6666666666666665,0.0,0.0
66,WR,Justin Jefferson (15757537),Justin Jefferson,15757537,WR/FLEX,5600,MIN@CHI 11/16/2020 08:15PM ET,15260877,15.71,Justin JeffersonWR15260877,10,Justin Jefferson,0.770375,3.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,78.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,5.5,1.125,0.0
67,WR,Brandin Cooks (15757539),Brandin Cooks,15757539,WR/FLEX,5600,HOU@CLE 11/15/2020 01:00PM ET,15260889,13.62,Brandin CooksWR15260889,10,Brandin Cooks,0.5503750000000001,3.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,63.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.625,0.0,7.5,0.375,0.0
68,QB,Drew Lock (15757139),Drew Lock,15757139,QB,5500,DEN@LV 11/15/2020 04:05PM ET,15260873,14.57,Drew LockQB15260873,10,Drew Lock,0.0,0.0,0.8333333333333334,9.833333333333334,1.5,3.3333333333333335,0.0,67.28333333333335,6.216666666666666,50.650000000000006,1.0,0.0,1.0,18.0,1.7249999999999999,-11.5,9.666666666666666,206.66666666666666,0.3333333333333333,0.0,-11.5,0.0,0.0,31.833333333333332
69,QB,Gardner Minshew II (15757138),Gardner Minshew II,15757138,QB,5500,JAX@GB 11/15/2020 01:00PM ET,15260884,21.2,Gardner Minshew IIQB15260884,10,Gardner Minshew II,0.14285714285714285,0.0,1.0,13.571428571428571,3.142857142857143,3.5714285714285716,0.0,96.61428571428573,7.071428571428571,67.51428571428572,0.7142857142857143,0.0,1.8571428571428572,25.142857142857142,4.971428571428572,-18.0,17.428571428571427,265.0,0.14285714285714285,0.14285714285714285,-18.0,0.14285714285714285,0.0,38.142857142857146
70,RB,David Montgomery (15757235),David Montgomery,15757235,RB/FLEX,5500,MIN@CHI 11/16/2020 08:15PM ET,15260864,12.38,David MontgomeryRB15260864,10,David Montgomery,0.7305555555555556,1.2222222222222223,3.0,0.0,0.0,14.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,23.555555555555557,0.0,0.0,3.5244444444444443,0.0,52.44444444444444,0.0,0.1111111111111111,3.3333333333333335,0.0,4.555555555555555,0.0,0.0
71,QB,Derek Carr (15757141),Derek Carr,15757141,QB,5400,DEN@LV 11/15/2020 04:05PM ET,15260876,19.24,Derek CarrQB15260876,10,Derek Carr,0.0,0.0,1.25,11.875,1.75,2.875,0.0,109.3375,7.7125,68.925,0.25,0.0,2.0,22.5,4.3225,-9.875,13.5,250.25,0.0,0.0,-9.875,0.0,0.0,32.25
72,RB,David Johnson (15757239),David Johnson,15757239,RB/FLEX,5400,HOU@CLE 11/15/2020 01:00PM ET,15260889,11.99,David JohnsonRB15260889,10,David Johnson,0.573,1.25,2.875,0.0,0.0,12.875,0.125,0.0,0.0,0.0,0.0,20.125,0.0,0.0,4.43125,0.0,51.0,0.0,0.375,2.0,0.0,3.125,0.0,0.0
73,RB,Giovani Bernard (15757237),Giovani Bernard,15757237,RB/FLEX,5400,CIN@PIT 11/15/2020 04:25PM ET,15260869,10.16,Giovani BernardRB15260869,10,Giovani Bernard,0.7205,1.0,1.125,0.0,0.0,5.0,0.25,0.0,0.0,0.0,0.0,23.75,0.0,0.0,3.545,0.0,17.875,0.0,0.25,3.0,0.0,3.625,0.0,0.0
74,WR,Mike Williams (15757545),Mike Williams,15757545,WR/FLEX,5400,LAC@MIA 11/15/2020 04:05PM ET,15260872,11.91,Mike WilliamsWR15260872,10,Mike Williams,0.6058571428571428,2.142857142857143,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,56.142857142857146,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,3.2857142857142856,0.0,5.714285714285714,0.42857142857142855,0.0
75,QB,Jimmy Garoppolo (15757145),Jimmy Garoppolo,15757145,QB,5300,SF@NO 11/15/2020 04:25PM ET,15260863,11.56,Jimmy GaroppoloQB15260863,10,Jimmy Garoppolo,0.0,0.0,0.5,9.166666666666666,1.8333333333333333,1.6666666666666667,0.0,86.35000000000001,7.5,67.46666666666667,0.8333333333333334,0.0,1.1666666666666667,15.666666666666666,2.6666666666666665,-12.833333333333334,4.166666666666667,182.66666666666666,0.0,0.0,-12.833333333333334,0.0,0.0,23.333333333333332
76,WR,John Brown (15757549),John Brown,15757549,WR/FLEX,5300,BUF@ARI 11/15/2020 04:05PM ET,15260861,9.49,John BrownWR15260861,10,John Brown,0.4705714285714286,2.2857142857142856,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,44.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,5.714285714285714,0.0,0.0
77,RB,Ronald Jones II (15757243),Ronald Jones II,15757243,RB/FLEX,5300,TB@CAR 11/15/2020 01:00PM ET,15260886,13.62,Ronald Jones IIRB15260886,10,Ronald Jones II,0.7426666666666666,0.1111111111111111,3.3333333333333335,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,13.11111111111111,0.0,0.0,4.095555555555555,0.0,59.77777777777778,0.0,0.4444444444444444,2.7777777777777777,0.0,3.888888888888889,0.0,0.0
78,QB,Tyrod Taylor (15757142),Tyrod Taylor,15757142,QB,5300,LAC@MIA 11/15/2020 04:05PM ET,15260872,4.51,Tyrod TaylorQB15260872,10,Tyrod Taylor,0.0,0.0,1.0,10.0,2.0,6.0,0.0,75.4,6.9,53.3,0.0,0.0,0.0,16.0,1.17,-1.0,7.0,208.0,0.0,0.0,-1.0,0.0,0.0,30.0
79,QB,Ryan Fitzpatrick (15757143),Ryan Fitzpatrick,15757143,QB,5300,LAC@MIA 11/15/2020 04:05PM ET,15260890,22.65,Ryan FitzpatrickQB15260890,10,Ryan Fitzpatrick,0.16666666666666666,0.0,1.8333333333333333,13.333333333333334,1.6666666666666667,4.166666666666667,0.0,98.73333333333333,8.0,72.06666666666668,1.1666666666666667,0.0,1.6666666666666667,23.0,5.031666666666666,-8.166666666666666,22.5,255.83333333333334,0.3333333333333333,0.16666666666666666,-8.166666666666666,0.16666666666666666,0.0,32.833333333333336
80,RB,Austin Ekeler (15757241),Austin Ekeler,15757241,RB/FLEX,5300,LAC@MIA 11/15/2020 04:05PM ET,15260872,15.55,Austin EkelerRB15260872,10,Austin Ekeler,1.0,1.75,3.5,0.0,0.0,12.25,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,5.2875,0.0,62.0,0.0,0.25,4.25,0.0,4.25,0.0,0.0
81,RB,J.K. Dobbins (15757249),J.K. Dobbins,15757249,RB/FLEX,5200,BAL@NE 11/15/2020 08:20PM ET,15260866,8.42,J.K. DobbinsRB15260866,10,J.K. Dobbins,0.6875,0.25,1.75,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,10.875,0.0,0.0,10.435,0.0,37.125,0.0,0.25,1.75,0.0,2.25,0.0,0.0
82,WR,Marvin Jones Jr. (15757553),Marvin Jones Jr.,15757553,WR/FLEX,5200,WAS@DET 11/15/2020 01:00PM ET,15260874,9.98,Marvin Jones Jr.WR15260874,10,Marvin Jones,0.634875,2.375,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,5.125,0.0,0.0
83,RB,Melvin Gordon III (15757247),Melvin Gordon III,15757247,RB/FLEX,5200,DEN@LV 11/15/2020 04:05PM ET,15260873,14,Melvin Gordon IIIRB15260873,10,Melvin Gordon,0.7654285714285715,0.42857142857142855,2.5714285714285716,0.0,0.0,13.714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,12.428571428571429,0.0,0.0,3.8614285714285717,0.0,56.142857142857146,0.0,0.5714285714285714,2.857142857142857,0.0,3.857142857142857,0.0,0.0
84,RB,Zack Moss (15757245),Zack Moss,15757245,RB/FLEX,5200,BUF@ARI 11/15/2020 04:05PM ET,15260861,9.92,Zack MossRB15260861,10,Zack Moss,0.4583333333333333,0.6666666666666666,2.3333333333333335,0.0,0.0,8.666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,11.833333333333334,0.0,0.0,3.7249999999999996,0.0,34.0,0.0,0.5,1.3333333333333333,0.0,1.6666666666666667,0.0,0.0
85,QB,Daniel Jones (15757146),Daniel Jones,15757146,QB,5200,PHI@NYG 11/15/2020 01:00PM ET,15260879,14.24,Daniel JonesQB15260879,10,Daniel Jones,0.0,0.0,1.3333333333333333,11.333333333333334,3.111111111111111,4.444444444444445,0.0,76.3111111111111,6.1000000000000005,62.44444444444444,1.0,0.0,0.8888888888888888,21.22222222222222,7.467777777777779,-18.444444444444443,35.55555555555556,208.66666666666666,0.0,0.0,-18.444444444444443,0.0,0.0,34.0
86,WR,Diontae Johnson (15757551),Diontae Johnson,15757551,WR/FLEX,5200,CIN@PIT 11/15/2020 04:25PM ET,15260860,11.47,Diontae JohnsonWR15260860,10,Diontae Johnson,0.5354285714285715,2.5714285714285716,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,44.285714285714285,0.0,0.0,1.8571428571428572,0.0,1.8571428571428572,0.0,0.0,4.428571428571429,0.0,7.714285714285714,0.0,0.0
87,RB,D'Andre Swift (15757253),D'Andre Swift,15757253,RB/FLEX,5100,WAS@DET 11/15/2020 01:00PM ET,15260874,13.09,D'Andre SwiftRB15260874,10,D'Andre Swift,0.75,1.0,1.75,0.0,0.0,6.75,0.125,0.0,0.0,0.0,0.0,25.875,0.0,0.0,3.3687500000000004,0.0,31.25,0.0,0.5,3.25,0.0,4.25,0.0,0.0
88,TE,T.J. Hockenson (15757883),T.J. Hockenson,15757883,TE/FLEX,5100,WAS@DET 11/15/2020 01:00PM ET,15260874,12.75,T.J. HockensonTE15260874,10,T.J. Hockenson,0.703625,2.75,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,6.125,0.0,0.0
89,WR,Corey Davis (15757555),Corey Davis,15757555,WR/FLEX,5100,IND@TEN 11/12/2020 08:20PM ET,15260871,14.98,Corey DavisWR15260871,10,Corey Davis,0.618,3.6666666666666665,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333333,0.0,7.0,1.0,0.0
90,WR,DJ Moore (15757557),DJ Moore,15757557,WR/FLEX,5100,TB@CAR 11/15/2020 01:00PM ET,15260878,13.33,DJ MooreWR15260878,10,D.J. Moore,0.5867777777777777,3.2222222222222223,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,71.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,0.0,6.888888888888889,0.3333333333333333,0.0
91,RB,Mark Ingram II (15757263),Mark Ingram II,15757263,RB/FLEX,5000,BAL@NE 11/15/2020 08:20PM ET,15260866,6.67,Mark Ingram IIRB15260866,10,Mark Ingram,0.2778333333333333,0.16666666666666666,1.6666666666666667,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,4.455,0.0,37.5,0.0,0.3333333333333333,0.5,0.0,0.8333333333333334,0.0,0.0
92,QB,Dwayne Haskins Jr. (15757151),Dwayne Haskins Jr.,15757151,QB,5000,WAS@DET 11/15/2020 01:00PM ET,15260891,15.14,Dwayne Haskins Jr.QB15260891,10,Dwayne Haskins,0.0,0.0,0.75,12.5,3.25,3.25,0.0,80.0,6.4,60.074999999999996,0.75,0.0,1.0,22.25,3.1075,-25.25,7.5,234.75,0.25,0.0,-25.25,0.0,0.0,36.5
93,RB,Phillip Lindsay (15757261),Phillip Lindsay,15757261,RB/FLEX,5000,DEN@LV 11/15/2020 04:05PM ET,15260873,8.68,Phillip LindsayRB15260873,10,Phillip Lindsay,0.2666,0.2,1.6,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,6.662000000000001,0.0,62.0,0.0,0.2,0.4,0.0,1.4,0.0,0.0
94,RB,Duke Johnson (15757259),Duke Johnson,15757259,RB/FLEX,5000,HOU@CLE 11/15/2020 01:00PM ET,15260889,6.57,Duke JohnsonRB15260889,10,Duke Johnson,0.7083333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,18.166666666666668,0.0,0.0,2.3466666666666667,0.0,15.833333333333334,0.0,0.16666666666666666,2.3333333333333335,0.0,2.8333333333333335,0.0,0.0
95,WR,Sterling Shepard (15757561),Sterling Shepard,15757561,WR/FLEX,5000,PHI@NYG 11/15/2020 01:00PM ET,15260879,12.24,Sterling ShepardWR15260879,10,Sterling Shepard,0.76,2.8,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,49.6,0.0,0.0,4.8,0.0,4.8,0.0,0.0,5.6,0.0,7.2,0.0,0.0
96,WR,DeVante Parker (15757559),DeVante Parker,15757559,WR/FLEX,5000,LAC@MIA 11/15/2020 04:05PM ET,15260890,12.51,DeVante ParkerWR15260890,10,DeVante Parker,0.732125,3.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,53.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,6.125,0.375,0.0
97,RB,Gus Edwards (15757269),Gus Edwards,15757269,RB/FLEX,4900,BAL@NE 11/15/2020 08:20PM ET,15260866,6.61,Gus EdwardsRB15260866,10,Gus Edwards,0.125,0.0,2.625,0.0,0.0,9.375,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,4.8100000000000005,0.0,41.0,0.0,0.375,0.25,0.0,0.75,0.0,0.0
98,RB,J.D. McKissic (15757267),J.D. McKissic,15757267,RB/FLEX,4900,WAS@DET 11/15/2020 01:00PM ET,15260891,9.32,J.D. McKissicRB15260891,10,J.D. McKissic,0.65225,1.375,1.25,0.0,0.0,4.375,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,4.095,0.0,21.0,0.0,0.0,4.25,0.0,5.875,0.0,0.0
99,WR,Nelson Agholor (15757565),Nelson Agholor,15757565,WR/FLEX,4900,DEN@LV 11/15/2020 04:05PM ET,15260876,10.59,Nelson AgholorWR15260876,10,Nelson Agholor,0.73625,1.875,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,43.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,0.0,3.125,0.375,0.0
100,WR,Tim Patrick (15757567),Tim Patrick,15757567,WR/FLEX,4900,DEN@LV 11/15/2020 04:05PM ET,15260873,12.76,Tim PatrickWR15260873,10,Tim Patrick,0.6787142857142857,2.4285714285714284,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,54.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.857142857142857,0.0,6.0,0.8571428571428571,0.0
