,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,UniquePlayer,Week,Player,CALCAVGCtch%Rec,CALCAVG1DRec,CALCAVG1DRush,CALCAVG1DPass,CALCAVGSkPass,CALCAVGAttRush,CALCAVGTDRec,CALCAVGRateRec,CALCAVGY/APass,CALCAVGCmp%Pass,CALCAVGIntPass,CALCAVGYdsRec,CALCAVGTDPass,CALCAVGCmpPass,CALCAVGY/ARush,CALCAVGYdsPass2,CALCAVGYdsRush,CALCAVGYdsPass1,CALCAVGTDRush,CALCAVGRecRec,CALCAVGSkYdsPass,CALCAVGTgtRec,CALCAVGRecY_ind,CALCAVGAttPass
154,RB,Devontae Booker (15757447),Devontae Booker,15757447,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,15260876,6.04,Devontae BookerRB15260876,10,Devontae Booker,0.7142857142857143,0.14285714285714285,1.4285714285714286,0.0,0.0,4.714285714285714,0.0,0.0,0.0,0.0,0.0,8.571428571428571,0.0,0.0,6.011428571428572,0.0,31.857142857142858,0.0,0.14285714285714285,1.1428571428571428,0.0,1.1428571428571428,0.0,0.0
155,RB,Royce Freeman (15757453),Royce Freeman,15757453,RB/FLEX,4000,DEN@LV 11/15/2020 04:05PM ET,15260873,3.27,Royce FreemanRB15260873,10,Royce Freeman,0.75,0.5,1.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,9.666666666666666,0.0,0.0,2.986666666666667,0.0,11.333333333333334,0.0,0.0,1.1666666666666667,0.0,1.3333333333333333,0.0,0.0
156,RB,Tevin Coleman (15757431),Tevin Coleman,15757431,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,15260863,3.8,Tevin ColemanRB15260863,10,Tevin Coleman,0.5,0.6666666666666666,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.333333333333334,0.0,0.0,4.010000000000001,0.0,16.666666666666668,0.0,0.0,1.0,0.0,1.3333333333333333,0.0,0.0
157,RB,Kyle Juszczyk (15757435),Kyle Juszczyk,15757435,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,15260863,4.16,Kyle JuszczykRB15260863,10,Kyle Juszczyk,0.6666666666666666,0.4444444444444444,0.7777777777777778,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,13.11111111111111,0.0,0.0,1.8888888888888888,0.0,4.0,0.0,0.2222222222222222,1.1111111111111112,0.0,1.6666666666666667,0.0,0.0
158,RB,Latavius Murray (15757437),Latavius Murray,15757437,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,15260880,8.19,Latavius MurrayRB15260880,10,Latavius Murray,0.8125,0.5,2.5,0.0,0.0,10.125,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,3.9774999999999996,0.0,40.125,0.0,0.25,1.5,0.0,1.75,0.0,0.0
159,RB,Ty Montgomery (15757441),Ty Montgomery,15757441,RB/FLEX,4000,SF@NO 11/15/2020 04:25PM ET,15260880,2.05,Ty MontgomeryRB15260880,10,Ty Montgomery,0.3335,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0
160,RB,Chris Thompson (15757413),Chris Thompson,15757413,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,15260884,7.1,Chris ThompsonRB15260884,10,Chris Thompson,0.8888333333333334,0.8333333333333334,0.16666666666666666,0.0,0.0,1.1666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,24.333333333333332,0.0,0.0,1.9166666666666667,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,0.0,3.8333333333333335,0.0,0.0
161,RB,Tyler Ervin (15757421),Tyler Ervin,15757421,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,15260875,4.13,Tyler ErvinRB15260875,10,Tyler Ervin,0.7721666666666667,1.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,3.4450000000000003,0.0,11.166666666666666,0.0,0.0,1.6666666666666667,0.0,2.3333333333333335,0.0,0.0
162,RB,Jamaal Williams (15757425),Jamaal Williams,15757425,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,15260875,11.53,Jamaal WilliamsRB15260875,10,Jamaal Williams,0.6857142857142857,1.1428571428571428,2.142857142857143,0.0,0.0,9.714285714285714,0.0,0.0,0.0,0.0,0.0,26.142857142857142,0.0,0.0,4.528571428571429,0.0,42.0,0.0,0.14285714285714285,3.2857142857142856,0.0,3.5714285714285716,0.0,0.0
163,RB,AJ Dillon (15757427),AJ Dillon,15757427,RB/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,15260875,2.05,AJ DillonRB15260875,10,AJ Dillon,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,4.333333333333333,0.0,16.166666666666668,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
164,WR,Allen Lazard (15757611),Allen Lazard,15757611,WR/FLEX,4000,JAX@GB 11/15/2020 01:00PM ET,15260875,18.37,Allen LazardWR15260875,10,Allen Lazard,0.7833333333333333,3.6666666666666665,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,84.66666666666667,0.0,0.0,5.666666666666667,0.0,5.666666666666667,0.0,0.0,4.333333333333333,0.0,5.666666666666667,1.0,0.0
165,RB,Travis Homer (15757401),Travis Homer,15757401,RB/FLEX,4000,SEA@LAR 11/15/2020 04:25PM ET,15260881,3.49,Travis HomerRB15260881,10,Travis Homer,0.375,0.375,0.25,0.0,0.0,3.125,0.125,0.0,0.0,0.0,0.0,8.875,0.0,0.0,4.01125,0.0,11.0,0.0,0.0,0.75,0.0,0.875,0.0,0.0
166,RB,Alexander Mattison (15757387),Alexander Mattison,15757387,RB/FLEX,4000,MIN@CHI 11/16/2020 08:15PM ET,15260877,7.04,Alexander MattisonRB15260877,10,Alexander Mattison,0.375,0.375,2.0,0.0,0.0,8.625,0.0,0.0,0.0,0.0,0.0,7.625,0.0,0.0,4.38625,0.0,40.25,0.0,0.125,1.125,0.0,1.375,0.0,0.0
167,RB,Tarik Cohen (15757399),Tarik Cohen,15757399,RB/FLEX,4000,MIN@CHI 11/16/2020 08:15PM ET,15260864,5.83,Tarik CohenRB15260864,10,Tarik Cohen,0.8333333333333334,0.3333333333333333,1.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,13.666666666666666,0.0,0.0,6.253333333333333,0.0,24.666666666666668,0.0,0.0,2.0,0.0,3.0,0.0,0.0
168,QB,Chris Streveler (15757182),Chris Streveler,15757182,QB,4000,BUF@ARI 11/15/2020 04:05PM ET,15260888,0.3,Chris StrevelerQB15260888,10,Chris Streveler,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,RB,Marlon Mack (15757365),Marlon Mack,15757365,RB/FLEX,4000,IND@TEN 11/12/2020 08:20PM ET,15260867,8.6,Marlon MackRB15260867,10,Marlon Mack,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,6.5,0.0,26.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
170,RB,Khari Blasingame (15757375),Khari Blasingame,15757375,RB/FLEX,4000,IND@TEN 11/12/2020 08:20PM ET,15260871,1,Khari BlasingameRB15260871,10,Khari Blasingame,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0
171,RB,D'Ernest Johnson (15757353),D'Ernest Johnson,15757353,RB/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,15260885,2.44,D'Ernest JohnsonRB15260885,10,D'Ernest Johnson,0.3333333333333333,0.0,1.0,0.0,0.0,4.833333333333333,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.76,0.0,23.666666666666668,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0
172,WR,Randall Cobb (15757609),Randall Cobb,15757609,WR/FLEX,4000,HOU@CLE 11/15/2020 01:00PM ET,15260889,10.54,Randall CobbWR15260889,10,Randall Cobb,0.80625,2.125,0.0,0.0,0.0,0.0,0.25,4.95,0.0,0.0,0.0,49.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125,0.0,5.125,0.0,0.125
173,RB,Corey Clement (15757341),Corey Clement,15757341,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,15260862,2.02,Corey ClementRB15260862,10,Corey Clement,0.5,0.4,0.4,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,3.3280000000000003,0.0,12.6,0.0,0.0,0.8,0.0,1.0,0.0,0.0
174,RB,Jason Huntley (15757343),Jason Huntley,15757343,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,15260862,0.47,Jason HuntleyRB15260862,10,Jason Huntley,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
175,RB,Dion Lewis (15757345),Dion Lewis,15757345,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,15260879,4.42,Dion LewisRB15260879,10,Dion Lewis,0.5518888888888889,0.6666666666666666,0.4444444444444444,0.0,0.0,2.111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,9.88888888888889,0.0,0.0,2.4822222222222226,0.0,6.555555555555555,0.0,0.1111111111111111,1.5555555555555556,0.0,2.4444444444444446,0.0,0.0
176,RB,Saquon Barkley (15757349),Saquon Barkley,15757349,RB/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,15260879,7.7,Saquon BarkleyRB15260879,10,Saquon Barkley,0.3335,1.5,0.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,3.7,0.0,17.0,0.0,0.0,3.0,0.0,4.5,0.0,0.0
177,TE,Zach Ertz (15757907),Zach Ertz,15757907,TE/FLEX,4000,PHI@NYG 11/15/2020 01:00PM ET,15260862,8.3,Zach ErtzTE15260862,10,Zach Ertz,0.5349999999999999,1.6666666666666667,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,29.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.5,0.0,0.0
178,RB,Alex Armah (15757333),Alex Armah,15757333,RB/FLEX,4000,TB@CAR 11/15/2020 01:00PM ET,15260878,0.43,Alex ArmahRB15260878,10,Alex Armah,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.9166666666666666,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0
179,RB,LeSean McCoy (15757335),LeSean McCoy,15757335,RB/FLEX,4000,TB@CAR 11/15/2020 01:00PM ET,15260886,3.2,LeSean McCoyRB15260886,10,LeSean McCoy,0.8428000000000001,0.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,-0.35,0.0,-0.2,0.0,0.0,2.0,0.0,2.8,0.0,0.0
180,RB,Jaylen Samuels (15757315),Jaylen Samuels,15757315,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,15260860,0.66,Jaylen SamuelsRB15260860,10,Jaylen Samuels,0.3,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,0.0,1.6,0.0,0.0,0.4,0.0,1.0,0.0,0.0
181,RB,Benny Snell Jr. (15757319),Benny Snell Jr.,15757319,RB/FLEX,4000,CIN@PIT 11/15/2020 04:25PM ET,15260860,4.69,Benny Snell Jr.RB15260860,10,Benny Snell Jr.,0.2857142857142857,0.0,1.4285714285714286,0.0,0.0,6.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.294285714285714,0.0,24.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0
182,RB,Matt Breida (15757305),Matt Breida,15757305,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,15260890,3.96,Matt BreidaRB15260890,10,Matt Breida,0.5,0.5714285714285714,0.5714285714285714,0.0,0.0,5.285714285714286,0.0,0.0,0.0,0.0,0.0,11.285714285714286,0.0,0.0,3.268571428571429,0.0,18.285714285714285,0.0,0.0,1.0,0.0,1.1428571428571428,0.0,0.0
183,RB,Patrick Laird (15757311),Patrick Laird,15757311,RB/FLEX,4000,LAC@MIA 11/15/2020 04:05PM ET,15260890,2.23,Patrick LairdRB15260890,10,Patrick Laird,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,9.333333333333334,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0
184,WR,Danny Amendola (15757617),Danny Amendola,15757617,WR/FLEX,3900,WAS@DET 11/15/2020 01:00PM ET,15260874,8.16,Danny AmendolaWR15260874,10,Danny Amendola,0.639625,2.375,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,50.125,0.0,0.0,0.25,0.0,0.25,0.0,0.0,3.125,0.0,5.125,0.0,0.0
185,WR,Larry Fitzgerald (15757615),Larry Fitzgerald,15757615,WR/FLEX,3900,BUF@ARI 11/15/2020 04:05PM ET,15260888,7.39,Larry FitzgeraldWR15260888,10,Larry Fitzgerald,0.7401249999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125,0.0,5.25,0.0,0.0
186,TE,Austin Hooper (15757909),Austin Hooper,15757909,TE/FLEX,3900,HOU@CLE 11/15/2020 01:00PM ET,15260885,8.08,Austin HooperTE15260885,10,Austin Hooper,0.7161666666666666,2.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,34.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,5.5,0.0,0.0
187,WR,Laviska Shenault Jr. (15757621),Laviska Shenault Jr.,15757621,WR/FLEX,3800,JAX@GB 11/15/2020 01:00PM ET,15260884,9.21,Laviska Shenault Jr.WR15260884,10,Laviska Shenault Jr.,0.8087500000000001,2.375,0.5,0.0,0.0,1.375,0.125,0.0,0.0,0.0,0.0,40.375,0.0,0.0,2.425,0.0,6.75,0.0,0.0,3.75,0.0,4.875,0.0,0.0
188,WR,Greg Ward (15757619),Greg Ward,15757619,WR/FLEX,3800,PHI@NYG 11/15/2020 01:00PM ET,15260862,9.49,Greg WardWR15260862,10,Greg Ward,0.7389999999999999,1.75,0.0,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,30.375,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,4.0,0.0,5.625,0.0,0.0
189,WR,N'Keal Harry (15757629),N'Keal Harry,15757629,WR/FLEX,3700,BAL@NE 11/15/2020 08:20PM ET,15260865,6.9,N'Keal HarryWR15260865,10,N'Keal Harry,0.5,1.6666666666666667,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,28.666666666666668,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,3.1666666666666665,0.0,5.333333333333333,0.0,0.0
190,TE,Tyler Higbee (15757913),Tyler Higbee,15757913,TE/FLEX,3700,SEA@LAR 11/15/2020 04:25PM ET,15260882,9.09,Tyler HigbeeTE15260882,10,Tyler Higbee,0.8214285714285714,1.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,33.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,3.5714285714285716,0.0,0.0
191,WR,Anthony Miller (15757625),Anthony Miller,15757625,WR/FLEX,3700,MIN@CHI 11/16/2020 08:15PM ET,15260864,8.44,Anthony MillerWR15260864,10,Anthony Miller,0.6243333333333334,1.6666666666666667,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,35.666666666666664,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.5555555555555554,0.0,5.555555555555555,0.0,0.0
192,WR,Marvin Hall (15757641),Marvin Hall,15757641,WR/FLEX,3500,WAS@DET 11/15/2020 01:00PM ET,15260874,4.85,Marvin HallWR15260874,10,Marvin Hall,0.38157142857142856,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,28.142857142857142,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,1.4285714285714286,0.0,2.857142857142857,0.42857142857142855,0.0
193,TE,Jordan Reed (15757919),Jordan Reed,15757919,TE/FLEX,3500,SF@NO 11/15/2020 04:25PM ET,15260863,8.2,Jordan ReedTE15260863,10,Jordan Reed,0.677,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.5,0.0,0.0
194,WR,Josh Reynolds (15757639),Josh Reynolds,15757639,WR/FLEX,3500,SEA@LAR 11/15/2020 04:25PM ET,15260882,8.15,Josh ReynoldsWR15260882,10,Josh Reynolds,0.67425,2.125,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,40.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,4.75,0.0,0.0
195,WR,Parris Campbell (15757633),Parris Campbell,15757633,WR/FLEX,3500,IND@TEN 11/12/2020 08:20PM ET,15260867,7.35,Parris CampbellWR15260867,10,Parris Campbell,0.3335,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,8.0,0.0,8.0,0.0,0.0,3.0,0.0,4.5,0.0,0.0
196,WR,Scotty Miller (15757635),Scotty Miller,15757635,WR/FLEX,3500,TB@CAR 11/15/2020 01:00PM ET,15260886,10.42,Scotty MillerWR15260886,10,Scott Miller,0.60175,2.125,0.0,0.0,0.0,0.375,0.25,0.0,0.0,0.0,0.0,51.25,0.0,0.0,1.75,0.0,1.75,0.0,0.0,3.25,0.0,5.125,0.375,0.0
197,WR,Keelan Cole (15757647),Keelan Cole,15757647,WR/FLEX,3400,JAX@GB 11/15/2020 01:00PM ET,15260884,11.02,Keelan ColeWR15260884,10,Keelan Cole,0.6655,2.25,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,3.625,0.0,5.25,0.375,0.0
198,WR,David Moore (15757645),David Moore,15757645,WR/FLEX,3400,SEA@LAR 11/15/2020 04:25PM ET,15260881,10,David MooreWR15260881,10,David Moore,0.802125,1.625,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,39.5,0.0,0.0,3.75,0.0,5.5,0.0,0.0,2.5,0.0,3.25,0.0,0.0
199,WR,Gabriel Davis (15757643),Gabriel Davis,15757643,WR/FLEX,3400,BUF@ARI 11/15/2020 04:05PM ET,15260861,7.17,Gabriel DavisWR15260861,10,Gabriel Davis,0.7432222222222222,1.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,30.555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.111111111111111,0.0,3.111111111111111,0.0,0.0
200,TE,Mo Alie-Cox (15757921),Mo Alie-Cox,15757921,TE/FLEX,3400,IND@TEN 11/12/2020 08:20PM ET,15260867,8.49,Mo Alie-CoxTE15260867,10,Mo Alie-Cox,0.7261428571428572,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,39.142857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,0.0,3.0,0.42857142857142855,0.0
201,TE,Darren Fells (15757923),Darren Fells,15757923,TE/FLEX,3400,HOU@CLE 11/15/2020 01:00PM ET,15260889,8.16,Darren FellsTE15260889,10,Darren Fells,0.7177142857142857,1.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.0,3.142857142857143,0.0,0.0
202,WR,Dontrelle Inman (15757655),Dontrelle Inman,15757655,WR/FLEX,3300,WAS@DET 11/15/2020 01:00PM ET,15260891,7.3,Dontrelle InmanWR15260891,10,Dontrelle Inman,0.6833333333333332,1.8333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,24.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,0.0,4.5,0.0,0.0
203,TE,Logan Thomas (15757927),Logan Thomas,15757927,TE/FLEX,3300,WAS@DET 11/15/2020 01:00PM ET,15260891,8.2,Logan ThomasTE15260891,10,Logan Thomas,0.533125,1.875,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.75,0.0,0.0
204,WR,Cordarrelle Patterson (15757651),Cordarrelle Patterson,15757651,WR/FLEX,3300,MIN@CHI 11/16/2020 08:15PM ET,15260864,4.03,Cordarrelle PattersonWR15260864,10,Cordarrelle Patterson,0.8055555555555556,0.4444444444444444,0.5555555555555556,0.0,0.0,3.2222222222222223,0.0,0.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,2.803333333333333,0.0,9.777777777777779,0.0,0.0,1.8888888888888888,0.0,2.111111111111111,0.0,0.0
205,TE,Irv Smith Jr. (15757925),Irv Smith Jr.,15757925,TE/FLEX,3300,MIN@CHI 11/16/2020 08:15PM ET,15260877,5.36,Irv Smith Jr.TE15260877,10,Irv Smith Jr.,0.6214285714285713,1.2857142857142858,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,22.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,3.0,0.0,0.0
206,WR,Jalen Guyton (15757653),Jalen Guyton,15757653,WR/FLEX,3300,LAC@MIA 11/15/2020 04:05PM ET,15260872,6.82,Jalen GuytonWR15260872,10,Jalen Guyton,0.614625,0.875,0.0,0.0,0.0,0.125,0.375,0.0,0.0,0.0,0.0,33.75,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,1.25,0.0,2.375,0.0,0.0
