,Unnamed: 0,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,HomeTeam,AwayTeam,OpposingTeam,OpponentUID,TeamUID,OffenseTeam,Week,UniquePlayer,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,OffenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst,DefenseUID,Player,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OurProjection
0,4,QB,Kirk Cousins (15913447),Kirk Cousins,15913447,QB,6200,MIN@TB 12/13/2020 01:00PM ET,MIN,19.98,TB,MIN,TB,10026,10018,15260877,14,Kirk CousinsQB15260877,MIN,76.16666666666667,7.325,5.2,0.27375,0.024250000000000004,3.4166666666666665,0.8333333333333334,20.916666666666668,1.0,0.8333333333333334,2.083333333333333,31.08333333333333,30.33333333333333,1.0833333333333333,3.75,1.0,79.91666666666667,7.3083333333333345,4.733333333333333,0.265,0.015583333333333331,2.9166666666666665,2.1666666666666665,21.33333333333333,0.9166666666666666,0.3333333333333333,1.8333333333333333,38.0,28.33333333333333,2.333333333333333,3.0,11.916666666666664,3.333333333333333,2.5,2.25,1.25,1.0,0.8333333333333334,0.5833333333333334,0.08333333333333333,16.0,0.0,0.0,0.0,0.0,0.0,0.0,26.41666666666667,27.08333333333333,10018,TAM,78.08333333333333,7.575000000000002,4.1000000000000005,0.2325,0.021416666666666664,2.75,1.25,18.416666666666668,1.25,0.4166666666666667,2.6666666666666665,40.25,23.0,1.4166666666666667,4.25,1.0,78.25,7.633333333333334,4.525,0.2520000000000001,0.017083333333333336,3.333333333333333,1.8333333333333333,19.916666666666668,0.8333333333333334,0.4166666666666667,1.25,40.0,24.16666666666667,2.0,3.5,15.583333333333336,2.75,2.583333333333333,2.583333333333333,1.5833333333333333,1.4166666666666667,0.16666666666666666,0.0,0.0,14.333333333333336,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,23.33333333333333,28.5,10026,Kirk CousinsQB15260877,19.5,29.0,67.57499999999999,256.6666666666667,2.1666666666666665,1.0,2.083333333333333,-11.333333333333336,9.191666666666665,12.083333333333336,108.45,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,6.166666666666668,2.4791666666666665,0.0,0.8333333333333334,-11.333333333333336,291.24169921875
1,10,QB,Aaron Rodgers (15913438),Aaron Rodgers,15913438,QB,7500,GB@DET 12/13/2020 04:25PM ET,GB,25.32,DET,GB,DET,10015,10016,15260875,14,Aaron RodgersQB15260875,GNB,76.36363636363636,7.372727272727274,5.181818181818182,0.26245454545454544,0.011000000000000001,3.727272727272727,1.2727272727272727,20.09090909090909,0.3636363636363637,0.4545454545454545,1.2727272727272727,36.36363636363637,26.363636363636363,1.2727272727272727,3.1818181818181817,1.0,74.18181818181819,7.454545454545454,4.6,0.2528181818181819,0.012181818181818184,2.636363636363636,1.4545454545454546,18.63636363636364,0.5454545454545454,0.3636363636363637,2.5454545454545454,34.09090909090909,25.54545454545455,1.7272727272727273,3.8181818181818175,8.090909090909092,3.8181818181818175,3.636363636363636,3.4545454545454546,1.2727272727272727,1.2727272727272727,0.18181818181818185,0.18181818181818185,0.09090909090909093,11.363636363636365,0.0,0.0,0.09090909090909093,0.0,0.0,0.09090909090909093,30.54545454545455,24.90909090909091,10016,DET,80.0,7.366666666666667,4.991666666666667,0.28800000000000003,0.011500000000000002,3.5,1.0833333333333333,23.08333333333333,0.5833333333333334,0.3333333333333333,1.3333333333333333,36.91666666666666,29.75,1.25,3.5,1.0,77.08333333333333,7.8583333333333325,4.65,0.2498333333333333,0.011500000000000002,2.6666666666666665,1.5833333333333333,19.416666666666668,0.75,0.16666666666666666,2.583333333333333,39.16666666666666,23.58333333333333,2.1666666666666665,3.75,8.916666666666666,3.8333333333333335,3.4166666666666665,2.9166666666666665,1.25,1.0833333333333333,0.4166666666666667,0.3333333333333333,0.0,10.666666666666666,0.0,0.0,0.25,0.0,0.0,0.25,29.83333333333333,23.83333333333333,10015,Aaron RodgersQB15260875,24.33333333333333,35.333333333333336,68.85000000000001,291.25,2.9166666666666665,0.4166666666666667,1.1666666666666667,-10.416666666666666,8.291666666666668,13.833333333333336,115.98333333333332,0.08333333333333333,0.08333333333333333,0.08333333333333333,-0.5,0.0,0.0,2.0,7.333333333333332,3.895,0.08333333333333333,0.6666666666666666,-10.416666666666666,282.0186767578125
2,13,QB,Tim Boyle (15913493),Tim Boyle,15913493,QB,4400,GB@DET 12/13/2020 04:25PM ET,GB,-0.09,DET,GB,DET,10015,10016,15260875,14,Tim BoyleQB15260875,GNB,76.36363636363636,7.372727272727274,5.181818181818182,0.26245454545454544,0.011000000000000001,3.727272727272727,1.2727272727272727,20.09090909090909,0.3636363636363637,0.4545454545454545,1.2727272727272727,36.36363636363637,26.363636363636363,1.2727272727272727,3.1818181818181817,1.0,74.18181818181819,7.454545454545454,4.6,0.2528181818181819,0.012181818181818184,2.636363636363636,1.4545454545454546,18.63636363636364,0.5454545454545454,0.3636363636363637,2.5454545454545454,34.09090909090909,25.54545454545455,1.7272727272727273,3.8181818181818175,8.090909090909092,3.8181818181818175,3.636363636363636,3.4545454545454546,1.2727272727272727,1.2727272727272727,0.18181818181818185,0.18181818181818185,0.09090909090909093,11.363636363636365,0.0,0.0,0.09090909090909093,0.0,0.0,0.09090909090909093,30.54545454545455,24.90909090909091,10016,DET,80.0,7.366666666666667,4.991666666666667,0.28800000000000003,0.011500000000000002,3.5,1.0833333333333333,23.08333333333333,0.5833333333333334,0.3333333333333333,1.3333333333333333,36.91666666666666,29.75,1.25,3.5,1.0,77.08333333333333,7.8583333333333325,4.65,0.2498333333333333,0.011500000000000002,2.6666666666666665,1.5833333333333333,19.416666666666668,0.75,0.16666666666666666,2.583333333333333,39.16666666666666,23.58333333333333,2.1666666666666665,3.75,8.916666666666666,3.8333333333333335,3.4166666666666665,2.9166666666666665,1.25,1.0833333333333333,0.4166666666666667,0.3333333333333333,0.0,10.666666666666666,0.0,0.0,0.25,0.0,0.0,0.25,29.83333333333333,23.83333333333333,10015,Tim BoyleQB15260875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-1.2,-0.8,0.0,0.0,0.0,0.06146526336669922
3,20,QB,Teddy Bridgewater (15913453),Teddy Bridgewater,15913453,QB,5800,DEN@CAR 12/13/2020 01:00PM ET,CAR,19.05,CAR,DEN,DEN,10014,10019,15260878,14,Teddy BridgewaterQB15260878,CAR,74.5,7.458333333333335,4.675,0.25475,0.01525,2.4166666666666665,2.0,19.166666666666668,0.9166666666666666,0.25,1.9166666666666667,35.833333333333336,25.66666666666667,2.4166666666666665,2.833333333333333,1.0,75.66666666666667,7.7,4.533333333333333,0.26325000000000004,0.016416666666666673,2.5,1.8333333333333333,20.166666666666668,0.4166666666666667,0.8333333333333334,1.6666666666666667,38.16666666666666,24.66666666666667,2.083333333333333,3.0,14.583333333333336,2.5,2.333333333333333,2.1666666666666665,2.583333333333333,2.0,0.16666666666666666,0.08333333333333333,0.0,3.333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,23.33333333333333,25.0,10019,DEN,80.58333333333333,7.833333333333332,4.425,0.24133333333333334,0.011833333333333336,2.5,2.5,19.416666666666668,0.5833333333333334,0.3333333333333333,2.6666666666666665,37.91666666666666,28.16666666666667,2.833333333333333,4.0,1.0,78.5,7.933333333333334,4.291666666666667,0.2085,0.028250000000000008,1.9166666666666667,2.0,16.416666666666668,1.75,0.5,2.583333333333333,39.0,25.33333333333333,2.1666666666666665,4.0,16.583333333333332,2.75,2.583333333333333,2.333333333333333,2.75,2.5,0.16666666666666666,0.0,0.16666666666666666,17.583333333333332,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.25,26.33333333333333,18.75,10014,Teddy BridgewaterQB15260878,23.8,33.0,71.82000000000002,255.2,1.3,0.7,1.9,-11.8,7.74,12.7,97.86,0.0,0.0,0.0,0.0,0.0,0.0,3.5,19.6,5.066,0.3,1.0,-11.8,255.86146545410156
4,28,QB,Ryan Tannehill (15913445),Ryan Tannehill,15913445,QB,6700,TEN@JAX 12/13/2020 01:00PM ET,TEN,21.76,JAX,TEN,JAX,10025,10013,15260871,14,Ryan TannehillQB15260871,TEN,78.83333333333333,7.399999999999999,4.858333333333333,0.26941666666666664,0.009166666666666663,3.4166666666666665,1.5,21.33333333333333,0.5,0.25,1.6666666666666667,34.0,30.33333333333333,2.1666666666666665,3.4166666666666665,1.0,81.58333333333333,7.2,4.733333333333333,0.27275,0.01725,3.1666666666666665,1.5,22.25,0.9166666666666666,0.5,1.0833333333333333,39.25,28.5,1.5833333333333333,3.1666666666666665,12.0,3.75,3.083333333333333,2.9166666666666665,2.0,1.3333333333333333,0.5,0.25,0.0,18.666666666666668,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.25,29.91666666666667,27.16666666666667,10013,JAX,81.33333333333333,7.391666666666667,5.025,0.2585000000000001,0.0135,3.1666666666666665,2.083333333333333,21.0,0.75,0.3333333333333333,1.3333333333333333,35.75,31.41666666666667,2.583333333333333,3.5,1.0,77.41666666666667,7.424999999999998,4.25,0.2360833333333333,0.02458333333333334,2.1666666666666665,1.25,18.416666666666668,1.25,0.6666666666666666,3.0,40.91666666666666,22.25,1.6666666666666667,4.0,11.583333333333336,3.333333333333333,3.25,2.9166666666666665,2.5,2.083333333333333,0.08333333333333333,0.0,0.08333333333333333,13.416666666666664,0.0,0.0,0.0,0.0,0.0,0.0,29.16666666666667,20.916666666666668,10025,Ryan TannehillQB15260871,21.25,32.333333333333336,65.2,252.91666666666663,2.25,0.5,1.5833333333333333,-12.25,7.816666666666666,13.416666666666664,106.1083333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,2.6666666666666665,15.333333333333336,4.66,0.08333333333333333,1.1666666666666667,-12.25,265.6882629394531
5,36,QB,Patrick Mahomes (15913435),Patrick Mahomes,15913435,QB,8100,KC@MIA 12/13/2020 01:00PM ET,KC,28.14,MIA,KC,MIA,10030,10008,15260868,14,Patrick MahomesQB15260868,KAN,79.16666666666667,7.45,5.266666666666667,0.306,0.008666666666666666,3.6666666666666665,1.6666666666666667,24.33333333333333,0.25,0.4166666666666667,1.0833333333333333,40.0,25.66666666666667,1.8333333333333333,2.9166666666666665,1.0,77.25,7.158333333333335,4.516666666666667,0.25925000000000004,0.019,2.583333333333333,1.3333333333333333,20.08333333333333,1.0833333333333333,0.4166666666666667,1.5833333333333333,34.666666666666664,28.91666666666667,1.8333333333333333,3.0,10.0,3.6666666666666665,3.5,3.0,2.0,1.8333333333333333,0.16666666666666666,0.16666666666666666,0.0,13.083333333333336,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.25,30.83333333333333,21.166666666666668,10008,MIA,77.25,7.300000000000002,4.641666666666668,0.2514166666666667,0.021333333333333333,2.583333333333333,0.5833333333333334,19.5,1.0,0.6666666666666666,2.4166666666666665,37.0,26.5,1.0,4.333333333333333,1.0,75.16666666666667,7.3,4.275,0.2471666666666667,0.015083333333333337,2.4166666666666665,2.333333333333333,18.75,0.6666666666666666,0.4166666666666667,1.9166666666666667,35.333333333333336,26.25,2.4166666666666665,4.333333333333333,19.08333333333333,2.25,2.25,2.1666666666666665,1.1666666666666667,0.6666666666666666,0.0,0.0,0.0,16.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,25.25,10030,Patrick MahomesQB15260868,26.08333333333333,38.25,68.59166666666667,308.4166666666667,2.5,0.25,1.0,-6.166666666666668,8.1,16.25,112.30833333333332,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.58333333333333,3.3833333333333333,0.16666666666666666,1.1666666666666667,-6.166666666666668,308.1230163574219
6,45,QB,Russell Wilson (15913436),Russell Wilson,15913436,QB,7900,NYJ@SEA 12/13/2020 04:05PM ET,SEA,26.46,SEA,NYJ,NYJ,10028,10021,15260881,14,Russell WilsonQB15260881,SEA,79.16666666666667,7.625000000000001,4.916666666666666,0.2755,0.016416666666666666,3.6666666666666665,1.25,21.83333333333333,0.9166666666666666,0.4166666666666667,3.4166666666666665,39.583333333333336,24.83333333333333,1.25,3.8333333333333335,1.0,83.83333333333333,7.416666666666668,4.875,0.2868333333333333,0.01533333333333333,3.1666666666666665,1.6666666666666667,24.16666666666667,0.8333333333333334,0.5,2.5,45.0,24.83333333333333,1.9166666666666667,3.1666666666666665,12.916666666666664,3.583333333333333,3.4166666666666665,3.25,1.3333333333333333,1.3333333333333333,0.16666666666666666,0.08333333333333333,0.25,26.91666666666667,0.0,0.0,0.0,0.0,0.0,0.0,28.91666666666667,26.75,10021,NYJ,80.41666666666667,7.875,4.841666666666667,0.26516666666666666,0.014666666666666668,3.0,2.0,21.416666666666668,0.75,0.4166666666666667,1.8333333333333333,39.583333333333336,27.83333333333333,2.4166666666666665,3.25,1.0,73.41666666666667,7.533333333333334,4.033333333333334,0.21041666666666667,0.019,1.6666666666666667,1.4166666666666667,15.25,0.9166666666666666,0.4166666666666667,2.5,34.0,25.25,1.5833333333333333,4.75,10.833333333333336,3.333333333333333,3.25,3.25,2.4166666666666665,2.0,0.08333333333333333,0.0,0.08333333333333333,14.333333333333336,0.0,0.0,0.25,0.0,0.0,0.25,29.25,14.833333333333336,10028,Russell WilsonQB15260881,25.5,36.083333333333336,71.5,287.1666666666667,2.75,0.9166666666666666,3.4166666666666665,-21.75,7.999999999999999,14.333333333333336,108.40833333333336,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.833333333333336,6.3875,0.08333333333333333,1.6666666666666667,-21.75,321.94818115234375
7,56,QB,Josh Allen (15913440),Josh Allen,15913440,QB,7100,PIT@BUF 12/13/2020 08:20PM ET,BUF,26.71,BUF,PIT,PIT,10001,10002,15260861,14,Josh AllenQB15260861,BUF,77.72727272727273,7.509090909090909,4.927272727272726,0.28863636363636364,0.016272727272727276,3.1818181818181817,1.9090909090909087,22.454545454545453,0.6363636363636364,0.6363636363636364,1.9090909090909087,39.18181818181818,24.90909090909091,2.4545454545454546,2.363636363636364,1.0,77.0909090909091,7.245454545454546,4.827272727272726,0.2793636363636364,0.021818181818181816,3.0,1.7272727272727273,21.727272727272727,0.8181818181818182,0.8181818181818182,2.4545454545454546,36.27272727272727,27.363636363636363,1.818181818181818,2.8181818181818183,9.454545454545457,3.1818181818181817,3.0909090909090913,3.0,2.4545454545454546,1.9090909090909087,0.09090909090909093,0.0,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,27.818181818181817,26.272727272727273,10002,PIT,77.25,8.15,3.9166666666666665,0.2100833333333333,0.023750000000000004,2.0,1.4166666666666667,16.333333333333332,1.3333333333333333,0.5,3.5,38.41666666666666,24.16666666666667,1.6666666666666667,5.0,1.0,80.08333333333333,7.566666666666666,4.366666666666666,0.2433333333333333,0.011333333333333334,3.25,1.6666666666666667,19.5,0.5833333333333334,0.3333333333333333,1.0,40.0,26.08333333333333,1.75,4.416666666666667,20.916666666666668,2.0,1.75,1.75,1.4166666666666667,1.1666666666666667,0.25,0.16666666666666666,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17.583333333333332,27.66666666666667,10001,Josh AllenQB15260861,25.54545454545455,36.72727272727273,68.79090909090908,295.09090909090907,2.272727272727273,0.6363636363636364,1.9090909090909087,-11.181818181818182,8.118181818181819,14.454545454545455,105.2181818181818,0.09090909090909093,0.09090909090909093,0.09090909090909093,1.0909090909090908,0.09090909090909093,0.09090909090909093,7.090909090909091,26.363636363636363,3.395454545454545,0.4545454545454545,2.636363636363636,-11.181818181818182,255.91307067871094
8,66,QB,Tyrod Taylor (15913463),Tyrod Taylor,15913463,QB,5200,ATL@LAC 12/13/2020 04:25PM ET,LAC,4.51,LAC,ATL,ATL,10024,10012,15260872,14,Tyrod TaylorQB15260872,LAC,86.54545454545455,7.6,4.5,0.24481818181818185,0.014181818181818184,2.636363636363636,1.4545454545454546,21.363636363636363,0.7272727272727273,0.4545454545454545,2.1818181818181817,41.72727272727273,30.09090909090909,2.090909090909091,4.0,1.0,77.27272727272727,7.581818181818183,4.372727272727273,0.2328181818181818,0.011909090909090907,3.0909090909090913,1.818181818181818,18.181818181818183,0.4545454545454545,0.4545454545454545,1.6363636363636365,35.54545454545455,26.45454545454545,2.090909090909091,4.454545454545454,18.454545454545453,2.8181818181818183,2.5454545454545454,2.363636363636364,2.090909090909091,1.4545454545454546,0.2727272727272727,0.0,0.0,25.72727272727273,0.0,0.0,0.18181818181818185,0.0,0.0,0.18181818181818185,23.63636363636364,28.72727272727273,10012,ATL,78.0,7.349999999999999,5.158333333333333,0.274,0.013500000000000005,3.333333333333333,1.3333333333333333,21.33333333333333,0.6666666666666666,0.4166666666666667,1.5833333333333333,38.333333333333336,25.25,1.6666666666666667,3.5,1.0,82.83333333333333,7.541666666666668,4.616666666666666,0.26541666666666663,0.012333333333333332,2.6666666666666665,2.333333333333333,22.08333333333333,0.6666666666666666,0.3333333333333333,2.5,42.0,26.75,2.4166666666666665,3.583333333333333,13.416666666666664,3.0,2.6666666666666665,2.583333333333333,1.75,1.4166666666666667,0.3333333333333333,0.16666666666666666,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16666666666667,25.91666666666667,10024,Tyrod TaylorQB15260872,16.0,30.0,53.3,208.0,0.0,0.0,2.0,-1.0,6.9,10.0,75.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.17,0.0,1.0,-1.0,279.84747314453125
9,73,QB,Deshaun Watson (15913437),Deshaun Watson,15913437,QB,7600,HOU@CHI 12/13/2020 01:00PM ET,HOU,25.4,CHI,HOU,CHI,10005,10031,15260889,14,Deshaun WatsonQB15260889,HOU,72.25,7.424999999999998,5.058333333333334,0.2583333333333333,0.011666666666666669,2.583333333333333,1.6666666666666667,18.666666666666668,0.5,0.3333333333333333,2.583333333333333,37.083333333333336,21.5,2.083333333333333,3.6666666666666665,1.0,80.75,7.524999999999999,5.091666666666667,0.2794166666666667,0.005916666666666667,3.083333333333333,1.4166666666666667,22.58333333333333,0.16666666666666666,0.3333333333333333,2.083333333333333,36.41666666666666,30.66666666666667,1.8333333333333333,3.5,15.666666666666664,2.75,2.5,2.333333333333333,2.0,1.6666666666666667,0.25,0.08333333333333333,0.0,12.333333333333336,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,24.0,26.75,10031,CHI,80.0909090909091,7.881818181818181,4.363636363636363,0.22745454545454544,0.015,2.090909090909091,2.363636363636364,18.272727272727273,0.6363636363636364,0.5454545454545454,2.090909090909091,37.72727272727273,28.09090909090909,2.9090909090909087,4.2727272727272725,1.0,78.81818181818181,7.581818181818183,3.8454545454545457,0.225,0.016181818181818186,2.090909090909091,1.6363636363636365,17.90909090909091,1.0,0.2727272727272727,2.4545454545454546,42.09090909090909,22.454545454545453,1.818181818181818,4.818181818181818,19.90909090909091,2.1818181818181817,2.090909090909091,1.9090909090909087,2.9090909090909087,2.363636363636364,0.09090909090909093,0.0,0.0,13.818181818181818,0.0,0.0,0.0,0.09090909090909093,0.0,0.09090909090909093,22.09090909090909,20.09090909090909,10005,Deshaun WatsonQB15260889,23.91666666666667,34.416666666666664,69.19166666666668,297.3333333333333,1.8333333333333333,0.5,2.583333333333333,-14.416666666666664,8.625,13.833333333333336,107.27500000000002,0.0,0.0,0.0,0.0,0.0,0.0,5.583333333333332,28.58333333333333,5.505,0.3333333333333333,1.8333333333333333,-14.416666666666664,322.32470703125
10,82,QB,Kyler Murray (15913439),Kyler Murray,15913439,QB,7200,ARI@NYG 12/13/2020 01:00PM ET,ARI,27.5,NYG,ARI,NYG,10023,10029,15260888,14,Kyler MurrayQB15260888,ARI,80.58333333333333,7.5583333333333345,4.825,0.28275,0.01625,3.5,1.25,22.75,0.75,0.5833333333333334,1.75,37.91666666666666,28.75,1.6666666666666667,3.5,1.0,81.91666666666667,7.741666666666667,4.55,0.2660833333333333,0.01,2.6666666666666665,1.8333333333333333,21.91666666666667,0.6666666666666666,0.25,2.4166666666666665,40.083333333333336,27.58333333333333,2.083333333333333,3.6666666666666665,9.833333333333334,3.4166666666666665,3.25,3.1666666666666665,1.8333333333333333,1.3333333333333333,0.16666666666666666,0.0,0.0,7.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,27.66666666666667,24.5,10029,NYG,77.54545454545455,7.927272727272726,4.6,0.2655454545454545,0.018727272727272728,2.363636363636364,1.9090909090909087,20.63636363636364,0.8181818181818182,0.5454545454545454,2.636363636363636,39.54545454545455,25.181818181818183,2.272727272727273,3.1818181818181817,1.0,74.0,7.800000000000002,4.127272727272726,0.23018181818181815,0.022818181818181817,1.7272727272727273,2.0,17.181818181818183,0.9090909090909092,0.7272727272727273,2.9090909090909087,35.45454545454545,25.363636363636363,2.090909090909091,3.9090909090909087,19.545454545454547,2.4545454545454546,1.818181818181818,1.7272727272727273,2.272727272727273,1.9090909090909087,0.6363636363636364,0.09090909090909093,0.09090909090909093,22.0,0.0,0.0,0.0,0.09090909090909093,0.0,0.09090909090909093,22.363636363636363,19.272727272727273,10023,Kyler MurrayQB15260888,24.25,36.16666666666666,66.6,257.1666666666667,2.0,0.75,1.75,-10.25,7.225000000000001,13.833333333333336,98.425,0.0,0.0,0.0,0.0,0.0,0.0,8.5,54.08333333333334,6.166666666666668,0.8333333333333334,3.333333333333333,-10.25,284.9771423339844
